shortname,Jname,FINALNUM,FINAL,Spt_unc,TAGS,Code,Comment,USEVERSION,USECOLOR,Keep/Skip/maintain,extra1,extra2,Disc,Spec,ID,Priority,Type,Dist_J,Dist_W2,RA SXG,DE SXG,Jdesignation,catWISE RA,catWISE Dec,i,ei,z,ez,y,ey,opt ref,W1,eW1,W2,eW2,Y,eY,J,eJ,H,eH,K,eK,NIR ref,plx,eplx,plx_ref,PMRA,ePMRA,PMDE,ePMDE,PM_ref,PMTot,Vtan,Phototype,Spectral Type,SpT_Comments,Spectrum Date,Spectrum Instrument,Spectrum Observers,Submitted Name,SIMBAD,Vizier,IRSA_Finder,GSA,wiseview,BΣ_distance_Checkup,BΣ_distance,BΣ_PROB,BΣ_YMGs,BΣ_Hyp,Date Added,NumType,In BASS UltraCool,Flags,Notes
0355+2621,J035512.62+262110.4,25.5,T5.5,1,d,NewDisc,,,,k,,,EastonH,EastonH,67.0,DONE,T5.5,30.7 pc,35.3 pc,03:55:12.62, 26:21:10.4,J035512.62+262110.4,58.8025944,26.3528913,,,,,,,,16.925,0.052,15.417,0.044,18.354,0.033,17.101,0.018,17.265,0.048,17.64,0.068,UKIDSS GCS,,,,167.1,5.5,-78.8,5.5,UKIDSS GCS,184.7,30.9,24.8,T5.5,,191210.0,FIRE Prism,Daniella + Rocio,"touches, nikborovik, wpendrill",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,171221.0,25.5,,COLOR_OUTLIER,
0355+4743,J035532.23+474358.1,26.0,T6,1,d,NewSpec,,,,k,,,JDK21,EastonH,68.0,DONE,T6,18.3 pc,19.8 pc,03:55:32.23, 47:43:58.1,J035532.23+474358.1,58.8843075,47.7328096,,,,,,,,16.405,0.04,14.299,0.018,19.192,0.06,16.198,0.009,16.577,0.022,16.449,0.039,"UKIDSS GPS, PS1",66.4,3.2,Kirk21,505.8,5.7,-184.9,5.7,Kirk21,538.5,38.4,25.9,T6,,210102.0,Keck NIRES,Burgasser et al.,"touches, NibiruX, John Sanchez",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180412.0,26.0,,,"blended, type is uncertain but moving fast!, published in Smith+2014 according to Kirkpatrick+2021 (no spectral type)"
0407+2619,J040703.10+261943.7,26.0,T6,1,d,NewDisc,,,,k,,,EastonH,EastonH,1501.0,DONE,T6,42.2 pc,38.6 pc,04:07:03.10, 26:19:43.7,J040703.10+261943.7,61.7629204,26.328809,,,,,,,,18.687,0.24,15.745,0.056,19.215,0.086,18.018,0.05,18.515,0.106,18.582,0.163,UKIDSS GCS,,,,-184.0,11.4,-87.0,11.4,UKIDSS GCS,203.5,37.2,26.8,T6,,200214.0,FIRE Prism,Schneider,"Sam Goodman, Borvo, Arttu Sainio, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,191027.0,26.0,,,
0412-0734,J041246.85-073416.8,14.0,L4,1,d,maintain,,,,m,r,"same 2018 spec. no issues, keep for colors",JDK21,JDK21,777.0,DONE,L2,18.4 pc,17.1 pc,04:12:46.86,-07:34:16.8,J041246.85-073416.8,63.1952444,-7.5713358,,,,,,,,11.872,0.012,11.496,0.008,14.679,0.004,13.478,0.002,12.771,0.029,12.307,0.002,"VHS, 2MASS (H)",59.99,0.241,GaiaDR3,408.4,0.2,-429.4,0.2,GaiaDR3,592.6,46.8,11.4,L2,pec,180831.0,Keck NIRES,Burgasser; Dino; also KAST optical spectrum,"planetsam, Melina ThÈvenot, Herakles, mar.bil",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180629.0,12.0,,COLOR_OUTLIER,unusually blue and high mover
0419+2904,J041934.94+290425.7,17.0,L7,2,d,NewDisc,little wonky,,,k,,,EastonH,EastonH,3105.0,DONE,L6,128.0 pc,57.5 pc,04:19:34.95, 29:04:25.7,J041934.94+290425.7,64.8956197,29.0738173,,,,,,,,15.515,0.022,14.821,0.026,,,19.188,0.14,,,16.626,0.035,UKIDSS GCS,,,,51.9,14.0,-75.0,13.7,unTimely (Adam),91.2,24.9,16.9,L6,"gamma, maybe some CH4 at K",231103.0,Keck NIRES,Burgasser & Karpoor,"Sam Goodman, Tom Bickle, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,OK,44.7,97.7,BPMG(69);COL(24),BPMG,210312.0,16.0,,YMG,
0433+1009,J043309.36+100902.3,28.0,T8,1,d,maintain,,,,m,r,"same 2019 spec, no issues. keep for colors",AM20a,JDK21,81.0,DONE,T8,17.9 pc,20.9 pc,04:33:09.36, 10:09:02.4,J043309.36+100902.3,68.2890007,10.1506658,,,,,,,,18.007,0.126,15.181,0.035,,,18.0,0.03,18.452,0.111,18.64,0.06,"Sandy/Gemini, UHS DR3 (H)",,,,174.0,34.0,-384.0,36.0,AM20a,421.6,41.8,27.5,T8,,191219.0,Keck NIRES,Burgasser et al.,"touches, Arttu Sainio, Borvo, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180926.0,28.0,,,catWISE Spitzer. Previously a YMG candidate but not anymore.
0443-0838,J044322.24-083802.0,13.0,L3,1,d,NewDisc,,,,k,,,EastonH,EastonH,85.0,DONE,L3,48.2 pc,40.1 pc,04:43:22.24,-08:38:02.0,J044322.24-083802.0,70.8426771,-8.6338981,,,,,,,,13.741,0.013,13.471,0.012,17.14,0.017,15.795,0.011,14.98,0.074,14.328,0.011,"VHS, 2MASS (H)",,,,-96.4,6.1,-31.4,5.6,NSC DR2,101.4,19.3,14.1,L3,,190214.0,Keck NIRES,Burgasser et al.,stevnbak,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180412.0,13.0,,,
0451+4029,J045120.82+402932.9,14.0,L4gamma,1,y,NewDisc,check ind,,,k,,,"EastonH, Azul",EastonH,2007.0,DONE,L6-L8,0.0 pc,0.0 pc,04:51:20.82, 40:29:32.9,J045120.82+402932.9,72.8367532,40.4924762,,,,,,,,14.925,0.018,14.37,0.019,,,18.938,0.126,17.357,0.049,16.441,0.031,UKIDSS GPS,,,,41.7,4.7,-87.2,4.7,UKIDSS GPS,96.7,0.0,16.5,L6-L8,young,231227.0,Keck NIRES,Burgasser,"Dan Caselden, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201027.0,46191.0,,,
0452-6140,J045228.61-614041.3,25.5,T5.5,1,d,NewSpec,,,,k,,,RG12,EastonH,1028.0,DONE,T5,34.0 pc,35.0 pc,04:52:28.62,-61:40:41.3,J045228.61-614041.3,73.1192321,-61.678143,,,,,,,,17.127,0.037,15.283,0.023,,,17.171,0.016,,,17.431,0.09,VHS,,,,221.2,5.6,345.0,5.7,NSC (Adam),409.8,68.0,24.4,T5,,181201.0,FIRE Prism,Faherty,"NibiruX, Sam Goodman, Frank Kiwy, Borvo, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,,25.0,,,
0453+2033,J045334.34+203350.2,17.0,d/sdL7,3,sd,maintain,dicussed in K24 as early-mid sdL but no templates,,,m,r,"same spec, no issues. keep for colors",JDK23,JDK23,1029.0,DONE,L5,25.2 pc,27.6 pc,04:53:34.34, 20:33:50.2,J045334.34+203350.2,73.3930815,20.5639459,,,,,,,,13.264,0.014,13.008,0.011,17.338,0.008,15.177,0.006,14.48,0.005,13.928,0.006,UHS DR3,30.162,1.043,GaiaDR3,65.3,1.4,-88.8,1.1,GaiaDR3,110.2,17.3,16.0,L5,sd? pec strong FeH,180930.0,SpeX Prism,Faherty students,"stevnbak, Melina ThÈvenot, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,OK,29.8,99.5,ARG,ARG,,15.0,,YMG,L3.5 phototype in Perez-Garrido+2018 (candidate Hyades member)
0459+3610,J045907.91+361015.9,16.0,L6gamma,1,y,NewDisc,,,,k,,,EastonH,EastonH,2017.0,DONE,L8,69.7 pc,40.9 pc,04:59:07.91, 36:10:15.9,J045907.91+361015.9,74.7829767,36.1710909,,,,,,,,15.108,0.019,14.521,0.021,,,18.66,0.055,17.363,0.032,16.504,0.029,UKIDSS GPS,,,,19.2,3.8,-127.6,3.8,UKIDSS GPS,129.1,25.0,16.5,L8,red,231227.0,Keck NIRES,Burgasser,"Dan Caselden, Tom Bickle, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,OK,46.9,97.5,ABDMG,ABDMG,201027.0,18.0,,YMG,
0506-2514,J050655.98-251439.2,16.0,L6gamma,1,y,NewDisc,check Kband,,,k,,,EastonH,EastonH,797.0,DONE,L5,84.5 pc,40.3 pc,05:06:55.98,-25:14:39.3,J050655.98-251439.2,76.7332553,-25.2442404,,,,,,,,14.417,0.015,13.831,0.013,,,17.808,0.03,16.094,0.19,15.52,0.02,"VHS, 2MASS reject (H)",,,,40.5,4.3,-55.1,4.1,unTimely (Adam),68.4,13.0,17.2,L5,young!,191210.0,FIRE Prism,Daniella + Rocio,"Sam Goodman, Frank Kiwy, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,OK,35.8,99.6,ABDMG,ABDMG,180926.0,15.0,,YMG,
0506+0738,J050626.96+073842.4,19.0,L9gamma,2,y,maintain,Schneider23. maybe skip?,,,s,,,ACS23,ACS23,1695.0,DONE,L9,66.1 pc,24.0 pc,05:06:26.97, 07:38:42.5,J050626.96+073842.4,76.6123597,7.6451339,,,,,,,,14.32,0.015,13.552,0.013,,,18.758,0.102,16.987,0.028,15.513,0.022,UHS DR3,,,,31.5,2.6,-82.7,2.7,ACS23,88.5,10.0,17.4,L9,(gamma) very red,220119.0,Keck NIRES,Burgasser et al.,"Austin Rothermich, Arttu Sainio, Sam Goodman, Dan, MartinKb",SIMBAD,VizieR,FC,GSA,wiseview,OK,24.0,98.5,BPMG(92);COL(8),BPMG,200918.0,19.0,,COLOR_OUTLIER,very red J-W2 for W1-W2 color; Adam S is going to try and write this one up
0526+3918,J052602.84+391826.8,13.0,L3beta,1,y,NewDisc,,,,k,,,"EastonH, Azul",EastonH,2031.0,DONE,L3,52.6 pc,35.0 pc,05:26:02.84, 39:18:26.9,J052602.84+391826.8,81.5118372,39.3074596,,,,,,,,13.548,0.015,13.172,0.012,,,15.983,0.007,15.047,0.004,14.31,0.005,UKIDSS GPS,,,,38.5,2.0,-115.6,2.0,UKIDSS GPS,121.8,20.2,16.3,L3,beta,220212.0,SpeX Prism,"Faherty, Rothermich, Hamlet, Caselden","Dan Caselden, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,OK,29.7,99.0,ARG(75);CRIUS227(15);COL(9),ARG,201027.0,13.0,,YMG,
0529+2650,J052952.99+265019.3,15.0,L5,1,d,NewDisc,,,,k,,,EastonH,EastonH,802.0,DONE,L5,48.0 pc,43.5 pc,05:29:53.00, 26:50:19.4,J052952.99+265019.3,82.4708273,26.8387116,,,,,,,,14.262,0.015,13.998,0.017,18.871,0.02,16.581,0.01,15.698,0.008,14.976,0.01,"UKIDSS GPS, PS1",,,,-133.4,6.2,-93.3,6.2,PS1 (Adam),162.8,33.6,15.7,L5,,220310.0,SpeX Prism,"Calamari, Hamlet, Caseldan				","Sam Goodman, Arttu Sainio, wpendrill",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,171228.0,15.0,,,
0536+1912,J053615.35+191226.3,14.0,L4,1,d,NewDisc,,,,k,,,"EastonH, Azul",EastonH,2042.0,DONE,L5.5,37.6 pc,36.2 pc,05:36:15.36, 19:12:26.3,J053615.35+191226.3,84.0639865,19.2073177,,,,,,,,14.02,0.015,13.705,0.014,,,16.287,0.012,15.401,0.009,14.635,0.011,UHS DR3,,,,14.9,1.8,-63.4,1.8,UHS DR3,65.2,11.2,16.1,L5.5,blue,231003.0,Keck NIRES,Burgasser & Karpoor,"Dan Caselden, wpendrill",SIMBAD,VizieR,FC,GSA,wiseview,OK,42.5,95.3,BPMG(83);COL(17),BPMG,201027.0,15.5,,YMG,
0538+2004,J053859.20+200430.7,9.0,M9gamma,1,y,NewSpec,,,,k,,,CR18,EastonH,804.0,DONE,M9,66.1 pc,48.0 pc,05:38:59.21, 20:04:30.8,J053859.20+200430.7,84.7466942,20.0752195,,,,,,,,13.577,0.014,13.234,0.012,17.388,0.009,15.298,0.006,14.657,0.006,13.979,0.007,UHS DR3,14.001,0.935,GaiaDR3,4.6,1.0,-49.4,0.6,GaiaDR3,49.6,16.8,0.0,M9,vlg,181124.0,SpeX Prism,Faherty,Melina ThÈvenot,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,180412.0,9.0,,,M9.5 phototype in Reyle 2018
0540+1410,J054042.88+141052.3,16.0,L6beta,2,y,NewDisc,could be later,,,k,,,"EastonH, Azul",EastonH,1732.0,DONE,L7,61.2 pc,30.4 pc,05:40:42.89, 14:10:52.4,J054042.88+141052.3,85.1786981,14.1812163,,,,,,,,14.302,0.016,13.659,0.014,,,18.027,0.052,16.232,0.185,15.468,0.022,"UHS DR3, 2MASS reject (H)",,,,25.4,5.6,-70.2,5.6,UHS DR3,74.7,10.8,16.7,L7,red/young,231227.0,Keck NIRES,Burgasser,"Arttu Sainio, Dan, Sam Goodman, Tom Bickle",SIMBAD,VizieR,FC,GSA,wiseview,OK,21.3,83.9,CARN(87);ARG(12),CARN,200930.0,17.0,,COLOR_OUTLIER,
0554-0008,J055417.05-000835.0,24.0,T4.0,1,d,maintain,,,,m,r,"no issues, keep for colors.",WB20,WB20,98.0,DONE,T4,21.4 pc,24.8 pc,05:54:17.06,-00:08:35.1,J055417.05-000835.0,88.571072,-0.1430709,,,,,,,,15.532,0.022,14.348,0.019,18.938,0.012,16.052,0.009,15.842,0.119,15.875,0.026,"VHS, 2MASS (H), PS1",31.7,3.4,Best20,16.4,1.9,-103.8,2.0,Best20,105.1,15.7,21.7,T4,,181124.0,SpeX Prism,Faherty,"touches, stevnbak, Sam Goodman, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,OK,31.4,98.8,COL(58);BPMG(42),COL,171029.0,24.0,,YMG,in ESO Archive
0558-2330,J055829.92-233053.4,17.0,L7.0,1,d,maintain,,,,m,r,"same 2019 spec. no issue, keep for colors",JDK23,JDK23,1162.0,DONE,L7,16.8 pc,17.7 pc,05:58:29.92,-23:30:53.4,J055829.92-233053.4,89.6246775,-23.5148441,,,,,,,,12.891,0.012,12.486,0.009,17.428,0.01,15.218,0.004,14.295,0.037,13.67,0.005,"VHS, 2MASS (H), PS1",42.173,1.148,GaiaDR3,-27.0,1.0,-12.0,1.2,GaiaDR3,29.6,3.3,16.9,L7,blue,190315.0,SpeX Prism,Faherty,Melina Thevenot,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,190106.0,17.0,,,
0558-4502,J055816.67-450233.4,28.5,T8.5,1,d,maintain,,,,m,r,"same 2020 spec. no issues, keep for colors","AM20a, Azul",JDK23,1488.0,DONE,T8.5,25.3 pc,25.6 pc,05:58:16.67,-45:02:33.5,J055816.67-450233.4,89.5694567,-45.0426371,,,,,,,,18.455,0.114,15.876,0.039,,,19.501,0.089,,,,,VHS,,,,-81.0,39.0,69.0,39.0,AM20a,106.4,12.9,27.8,T8.5,,200214.0,FIRE Prism,Schneider,"Jim Walla (JimW59), Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,191027.0,28.5,,COMOVER,catWISE Spitzer; comoving with (089.56806274678        -45.03194137975)
0559-0120,J055942.94-012002.4,14.0,L4gamma,1,y,maintain,check indices. K24 supports youth,,,m,r,"same 2022 spec, no issues, keep for colors",JDK23,JDK23,2059.0,DONE,L5.5,41.3 pc,26.6 pc,05:59:42.94,-01:20:02.4,J055942.94-012002.4,89.9289262,-1.3340113,,,,,,,,13.552,0.013,13.036,0.01,,,16.491,0.012,15.345,0.083,14.509,0.008,"VHS, 2MASS (H)",,,,5.5,2.3,-108.6,2.2,unTimely (Adam),108.8,13.7,17.6,L5.5,red,220108.0,SpeX Prism,Faherty,"Dan Caselden, Sam Goodman, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,,,,,,201027.0,15.5,,,young maybe?
0601+3831,J060117.14+383133.7,17.0,L7,1,d,NewDisc,,,,k,,,"EastonH, Azul",EastonH,811.0,DONE,L5,37.7 pc,26.9 pc,06:01:17.14, 38:31:33.8,J060117.14+383133.7,90.3214254,38.5260478,,,,,,,,13.276,0.013,12.958,0.011,18.425,0.016,16.057,0.011,14.972,0.008,14.062,0.007,"UHS DR3, PS1",,,,13.8,2.2,-191.3,2.2,UHS DR3,191.8,24.5,17.2,L5,L5,181124.0,SpeX Prism,Faherty,"stevnbak, Sam Goodman, Arttu Sainio",SIMBAD,VizieR,FC,GSA,wiseview,OK,20.4,98.8,ARG(45);ABDMG(30);CARN(13);COL(11),ARG,180412.0,15.0,,YMG,
0609+0625,J060938.91+062513.2,17.0,L7,1,d,maintain,,,,m,r,"same 2020 spec, no issues, keep for colors","JDK23, Azul",JDK23,2067.0,DONE,L7,18.5 pc,14.9 pc,06:09:38.91, 06:25:13.2,J060938.91+062513.2,92.4121366,6.4203464,,,,,,,,12.643,0.029,12.116,0.021,,,15.43,0.007,14.359,0.005,13.48,0.004,UHS DR3,,,,-177.0,1.9,11.3,1.9,UHS DR3,177.4,12.6,17.9,L7,,201029.0,SpeX Prism,"Faherty, Rothermich, Calamari","Dan Caselden, MelinaT, Sam Goodman",SIMBAD,VizieR,FC,GSA,wiseview,OK,14.4,99.3,CRIUS162(45);OCTN(38);CUMA(17),CRIUS162,201027.0,17.0,,YMG,blended
0621+2200,J062158.80+220048.5,11.0,d/sdL1,2,sd,NewSpec,check indx,,,k,,,SK24,EastonH,1164.0,DONE,L1,80.3 pc,57.6 pc,06:21:58.81, 22:00:48.6,J062158.80+220048.5,95.4950237,22.0134884,,,,,,,,14.339,0.017,14.025,0.017,18.64,0.018,16.543,0.01,15.716,0.009,15.05,0.011,"UKIDSS GPS, PS1",,,,26.0,5.9,-361.1,5.9,PS1 (Adam),362.0,98.9,16.1,L1,composite?,201223.0,SpeX Prism,"Faherty, Rothermich",wpendrill,SIMBAD,VizieR,FC,GSA,wiseview,,,,,,190106.0,11.0,,,Previously a YMG candidate but not anymore.
0624+2436,J062441.81+243621.6,13.5,L3.5,1,d,NewDisc,,,,k,,,EastonH,EastonH,3562.0,DONE,L3,72.4 pc,49.2 pc,06:24:41.82, 24:36:21.6,J062441.81+243621.6,96.1742397,24.6060124,,,,,,,,14.093,0.015,13.913,0.015,,,16.678,0.02,15.643,0.014,14.881,0.013,UHS DR3,,,,-44.4,2.9,-175.1,2.9,UHS DR3,180.6,42.1,14.2,L3,beta,240203.0,SpeX Prism,"Rothermich, Suarez","Plane Party, zbyszek_w",SIMBAD,VizieR,FC,GSA,wiseview,OK,45.3,97.1,ABDMG(86);BPMG(7);ARG(5),ABDMG,220422.0,13.0,,YMG,
